Altitude	Temperature	Pressure	HE[m-3]	H2[m-3]	Total_mass_density
3.400000e+01	1.283574e+02	2.882379e+01	2.333041e+21	1.486395e+22	6.569668e+01
3.500000e+01	1.290114e+02	2.817693e+01	2.280296e+21	1.452792e+22	6.422236e+01
3.600000e+01	1.296637e+02	2.753180e+01	2.227691e+21	1.419277e+22	6.275198e+01
3.700000e+01	1.303141e+02	2.688863e+01	2.175244e+21	1.385864e+22	6.128609e+01
3.800000e+01	1.309622e+02	2.624768e+01	2.122977e+21	1.352565e+22	5.982523e+01
3.900000e+01	1.316078e+02	2.560916e+01	2.070907e+21	1.319392e+22	5.836992e+01
4.000000e+01	1.322507e+02	2.497332e+01	2.019055e+21	1.286358e+22	5.692073e+01
4.100000e+01	1.328907e+02	2.434040e+01	1.967440e+21	1.253475e+22	5.547818e+01
4.200000e+01	1.335275e+02	2.371064e+01	1.916082e+21	1.220755e+22	5.404282e+01
4.300000e+01	1.341609e+02	2.308426e+01	1.865000e+21	1.188211e+22	5.261519e+01
4.400000e+01	1.347906e+02	2.246151e+01	1.814214e+21	1.155855e+22	5.119583e+01
4.500000e+01	1.354164e+02	2.184263e+01	1.763742e+21	1.123701e+22	4.978527e+01
4.600000e+01	1.360381e+02	2.122785e+01	1.713605e+21	1.091759e+22	4.838407e+01
4.700000e+01	1.366553e+02	2.061741e+01	1.663823e+21	1.060043e+22	4.699276e+01
4.800000e+01	1.372680e+02	2.001154e+01	1.614414e+21	1.028565e+22	4.561187e+01
4.900000e+01	1.378757e+02	1.941049e+01	1.565398e+21	9.973377e+21	4.424196e+01
5.000000e+01	1.384784e+02	1.881449e+01	1.516795e+21	9.663731e+21	4.288356e+01
5.100000e+01	1.390757e+02	1.822378e+01	1.468624e+21	9.356838e+21	4.153721e+01
5.200000e+01	1.396674e+02	1.763859e+01	1.420904e+21	9.052822e+21	4.020346e+01
5.300000e+01	1.402533e+02	1.705916e+01	1.373656e+21	8.751807e+21	3.888284e+01
5.400000e+01	1.408331e+02	1.648574e+01	1.326898e+21	8.453919e+21	3.757589e+01
5.500000e+01	1.414065e+02	1.591855e+01	1.280651e+21	8.159280e+21	3.628316e+01
5.600000e+01	1.419735e+02	1.535784e+01	1.234933e+21	7.868015e+21	3.500518e+01
5.700000e+01	1.425336e+02	1.480383e+01	1.189764e+21	7.580249e+21	3.374250e+01
5.800000e+01	1.430867e+02	1.425678e+01	1.145163e+21	7.296105e+21	3.249565e+01
5.900000e+01	1.436325e+02	1.371691e+01	1.101151e+21	7.015708e+21	3.126518e+01
6.000000e+01	1.441708e+02	1.318446e+01	1.057747e+21	6.739183e+21	3.005163e+01
6.100000e+01	1.447014e+02	1.265967e+01	1.014970e+21	6.466652e+21	2.885553e+01
6.200000e+01	1.452239e+02	1.214278e+01	9.728388e+20	6.198241e+21	2.767744e+01
6.300000e+01	1.457382e+02	1.163402e+01	9.313742e+20	5.934074e+21	2.651788e+01
6.400000e+01	1.462441e+02	1.113364e+01	8.905952e+20	5.674275e+21	2.537740e+01
6.500000e+01	1.467412e+02	1.064186e+01	8.505214e+20	5.418968e+21	2.425654e+01
6.600000e+01	1.472293e+02	1.015893e+01	8.111722e+20	5.168278e+21	2.315584e+01
6.700000e+01	1.477083e+02	9.685076e+00	7.725671e+20	4.922328e+21	2.207585e+01
6.800000e+01	1.481778e+02	9.220547e+00	7.347257e+20	4.681244e+21	2.101709e+01
6.900000e+01	1.486376e+02	8.765574e+00	6.976674e+20	4.445148e+21	1.998011e+01
7.000000e+01	1.490875e+02	8.320396e+00	6.614117e+20	4.214166e+21	1.896546e+01
7.100000e+01	1.495272e+02	7.885249e+00	6.259782e+20	3.988421e+21	1.797367e+01
7.200000e+01	1.499565e+02	7.460370e+00	5.913863e+20	3.768039e+21	1.700529e+01
7.300000e+01	1.503752e+02	7.045997e+00	5.576555e+20	3.553142e+21	1.606085e+01
7.400000e+01	1.507830e+02	6.642367e+00	5.248054e+20	3.343856e+21	1.514089e+01
7.500000e+01	1.511796e+02	6.249717e+00	4.928553e+20	3.140304e+21	1.424596e+01
7.600000e+01	1.515649e+02	5.868284e+00	4.618250e+20	2.942611e+21	1.337659e+01
7.700000e+01	1.519386e+02	5.498305e+00	4.317337e+20	2.750901e+21	1.253333e+01
7.800000e+01	1.523005e+02	5.140018e+00	4.026011e+20	2.565299e+21	1.171671e+01
7.900000e+01	1.526502e+02	4.793659e+00	3.744467e+20	2.385928e+21	1.092729e+01
8.000000e+01	1.529876e+02	4.459466e+00	3.472899e+20	2.212912e+21	1.016559e+01
8.100000e+01	1.533125e+02	4.137677e+00	3.211502e+20	2.046377e+21	9.432158e+00
8.200000e+01	1.536245e+02	3.828527e+00	2.960471e+20	1.886445e+21	8.727536e+00
8.300000e+01	1.539235e+02	3.532255e+00	2.720002e+20	1.733243e+21	8.052263e+00
8.400000e+01	1.542091e+02	3.249097e+00	2.490289e+20	1.586892e+21	7.406880e+00
8.500000e+01	1.544813e+02	2.979291e+00	2.271528e+20	1.447519e+21	6.791927e+00
8.600000e+01	1.547397e+02	2.723073e+00	2.063913e+20	1.315247e+21	6.207945e+00
8.700000e+01	1.549840e+02	2.480682e+00	1.867640e+20	1.190200e+21	5.655474e+00
8.800000e+01	1.552141e+02	2.252354e+00	1.682903e+20	1.072502e+21	5.135056e+00
8.900000e+01	1.554297e+02	2.038326e+00	1.509897e+20	9.622788e+20	4.647229e+00
9.000000e+01	1.556306e+02	1.838835e+00	1.348818e+20	8.596533e+20	4.192536e+00
9.100000e+01	1.558165e+02	1.654119e+00	1.199860e+20	7.647501e+20	3.771516e+00
9.200000e+01	1.559872e+02	1.484415e+00	1.063218e+20	6.776933e+20	3.384710e+00
9.300000e+01	1.561424e+02	1.329960e+00	9.390882e+19	5.986073e+20	3.032659e+00
9.400000e+01	1.562819e+02	1.190991e+00	8.276647e+19	5.276163e+20	2.715903e+00
9.500000e+01	1.564055e+02	1.067745e+00	7.291425e+19	4.648444e+20	2.434983e+00
9.600000e+01	1.565129e+02	9.604596e-01	6.437169e+19	4.104160e+20	2.190438e+00
9.700000e+01	1.566038e+02	8.693719e-01	5.715826e+19	3.644552e+20	1.982810e+00
9.800000e+01	1.566781e+02	7.947189e-01	5.129348e+19	3.270863e+20	1.812640e+00
9.900000e+01	1.567355e+02	7.367379e-01	4.679685e+19	2.984336e+20	1.680467e+00
1.000000e+02	1.567758e+02	6.956660e-01	4.368787e+19	2.786212e+20	1.586832e+00
1.010000e+02	1.567987e+02	6.717404e-01	4.198603e+19	2.677733e+20	1.532276e+00
1.020000e+02	1.568110e+02	6.581802e-01	4.113373e+19	2.623378e+20	1.501345e+00
1.030000e+02	1.568228e+02	6.448558e-01	4.029800e+19	2.570078e+20	1.470951e+00
1.040000e+02	1.568343e+02	6.316808e-01	3.947171e+19	2.517380e+20	1.440898e+00
1.050000e+02	1.568454e+02	6.186547e-01	3.865486e+19	2.465284e+20	1.411185e+00
1.060000e+02	1.568562e+02	6.057772e-01	3.784741e+19	2.413788e+20	1.381810e+00
1.070000e+02	1.568666e+02	5.930481e-01	3.704934e+19	2.362890e+20	1.352774e+00
1.080000e+02	1.568767e+02	5.804669e-01	3.626064e+19	2.312589e+20	1.324076e+00
1.090000e+02	1.568865e+02	5.680333e-01	3.548127e+19	2.262884e+20	1.295714e+00
1.100000e+02	1.568960e+02	5.557470e-01	3.471121e+19	2.213773e+20	1.267688e+00
1.110000e+02	1.569052e+02	5.436077e-01	3.395045e+19	2.165254e+20	1.239998e+00
1.120000e+02	1.569141e+02	5.316151e-01	3.319896e+19	2.117327e+20	1.212641e+00
1.130000e+02	1.569227e+02	5.197687e-01	3.245672e+19	2.069989e+20	1.185619e+00
1.140000e+02	1.569310e+02	5.080684e-01	3.172370e+19	2.023239e+20	1.158930e+00
1.150000e+02	1.569390e+02	4.965136e-01	3.099988e+19	1.977077e+20	1.132572e+00
1.160000e+02	1.569468e+02	4.851042e-01	3.028525e+19	1.931499e+20	1.106546e+00
1.170000e+02	1.569543e+02	4.738397e-01	2.957976e+19	1.886506e+20	1.080851e+00
1.180000e+02	1.569616e+02	4.627199e-01	2.888342e+19	1.842095e+20	1.055486e+00
1.190000e+02	1.569686e+02	4.517444e-01	2.819618e+19	1.798266e+20	1.030450e+00
1.200000e+02	1.569753e+02	4.409129e-01	2.751804e+19	1.755016e+20	1.005742e+00
1.210000e+02	1.569819e+02	4.302250e-01	2.684896e+19	1.712344e+20	9.813625e-01
1.220000e+02	1.569882e+02	4.196805e-01	2.618892e+19	1.670249e+20	9.573094e-01
1.230000e+02	1.569943e+02	4.092789e-01	2.553791e+19	1.628729e+20	9.335824e-01
1.240000e+02	1.570002e+02	3.990199e-01	2.489589e+19	1.587783e+20	9.101809e-01
1.250000e+02	1.570058e+02	3.889033e-01	2.426285e+19	1.547410e+20	8.871039e-01
1.260000e+02	1.570113e+02	3.789287e-01	2.363877e+19	1.507607e+20	8.643508e-01
1.270000e+02	1.570166e+02	3.690957e-01	2.302361e+19	1.468374e+20	8.419209e-01
1.280000e+02	1.570217e+02	3.594040e-01	2.241736e+19	1.429710e+20	8.198132e-01
1.290000e+02	1.570267e+02	3.498533e-01	2.182000e+19	1.391611e+20	7.980272e-01
1.300000e+02	1.570315e+02	3.404433e-01	2.123150e+19	1.354079e+20	7.765620e-01
1.310000e+02	1.570361e+02	3.311736e-01	2.065184e+19	1.317110e+20	7.554169e-01
1.320000e+02	1.570405e+02	3.220439e-01	2.008100e+19	1.280703e+20	7.345911e-01
1.330000e+02	1.570449e+02	3.130538e-01	1.951895e+19	1.244857e+20	7.140838e-01
1.340000e+02	1.570490e+02	3.042031e-01	1.896568e+19	1.209571e+20	6.938944e-01
1.350000e+02	1.570531e+02	2.954913e-01	1.842115e+19	1.174842e+20	6.740220e-01
1.360000e+02	1.570570e+02	2.869183e-01	1.788536e+19	1.140670e+20	6.544659e-01
1.370000e+02	1.570608e+02	2.784835e-01	1.735826e+19	1.107054e+20	6.352253e-01
1.380000e+02	1.570646e+02	2.701867e-01	1.683985e+19	1.073991e+20	6.162995e-01
1.390000e+02	1.570682e+02	2.620276e-01	1.633010e+19	1.041480e+20	5.976877e-01
1.400000e+02	1.570717e+02	2.540059e-01	1.582899e+19	1.009520e+20	5.793892e-01
1.410000e+02	1.570751e+02	2.461211e-01	1.533649e+19	9.781097e+19	5.614031e-01
1.420000e+02	1.570785e+02	2.383730e-01	1.485258e+19	9.472471e+19	5.437288e-01
1.430000e+02	1.570817e+02	2.307612e-01	1.437724e+19	9.169310e+19	5.263655e-01
1.440000e+02	1.570850e+02	2.232854e-01	1.391044e+19	8.871600e+19	5.093124e-01
1.450000e+02	1.570881e+02	2.159453e-01	1.345217e+19	8.579326e+19	4.925688e-01
1.460000e+02	1.570912e+02	2.087406e-01	1.300240e+19	8.292473e+19	4.761339e-01
1.470000e+02	1.570943e+02	2.016708e-01	1.256111e+19	8.011027e+19	4.600069e-01
1.480000e+02	1.570973e+02	1.947357e-01	1.212828e+19	7.734975e+19	4.441872e-01
1.490000e+02	1.571003e+02	1.879349e-01	1.170387e+19	7.464300e+19	4.286738e-01
1.500000e+02	1.571033e+02	1.812682e-01	1.128788e+19	7.198990e+19	4.134662e-01
1.510000e+02	1.571063e+02	1.747351e-01	1.088028e+19	6.939029e+19	3.985635e-01
1.520000e+02	1.571093e+02	1.683354e-01	1.048104e+19	6.684404e+19	3.839649e-01
1.530000e+02	1.571122e+02	1.620686e-01	1.009014e+19	6.435099e+19	3.696698e-01
1.540000e+02	1.571152e+02	1.559346e-01	9.707569e+18	6.191100e+19	3.556772e-01
1.550000e+02	1.571182e+02	1.499329e-01	9.333291e+18	5.952394e+19	3.419866e-01
1.560000e+02	1.571212e+02	1.440632e-01	8.967288e+18	5.718965e+19	3.285971e-01
1.570000e+02	1.571243e+02	1.383252e-01	8.609537e+18	5.490799e+19	3.155080e-01
1.580000e+02	1.571274e+02	1.327185e-01	8.260016e+18	5.267881e+19	3.027185e-01
1.590000e+02	1.571305e+02	1.272429e-01	7.918702e+18	5.050198e+19	2.902279e-01
1.600000e+02	1.571337e+02	1.218979e-01	7.585572e+18	4.837735e+19	2.780354e-01
1.610000e+02	1.571369e+02	1.166833e-01	7.260605e+18	4.630477e+19	2.661402e-01
1.620000e+02	1.571402e+02	1.115987e-01	6.943776e+18	4.428410e+19	2.545416e-01
1.630000e+02	1.571436e+02	1.066438e-01	6.635064e+18	4.231520e+19	2.432388e-01
1.640000e+02	1.571471e+02	1.018182e-01	6.334446e+18	4.039792e+19	2.322311e-01
1.650000e+02	1.571507e+02	9.712167e-02	6.041899e+18	3.853212e+19	2.215178e-01
1.660000e+02	1.571543e+02	9.255382e-02	5.757401e+18	3.671765e+19	2.110979e-01
1.670000e+02	1.571581e+02	8.811432e-02	5.480929e+18	3.495437e+19	2.009709e-01
1.680000e+02	1.571619e+02	8.380285e-02	5.212460e+18	3.324214e+19	1.911359e-01
1.690000e+02	1.571659e+02	7.961906e-02	4.951972e+18	3.158080e+19	1.815922e-01
1.700000e+02	1.571701e+02	7.556264e-02	4.699443e+18	2.997023e+19	1.723390e-01
1.710000e+02	1.571743e+02	7.163324e-02	4.454849e+18	2.841026e+19	1.633756e-01
1.720000e+02	1.571787e+02	6.783054e-02	4.218169e+18	2.690077e+19	1.547012e-01
1.730000e+02	1.571832e+02	6.415420e-02	3.989379e+18	2.544160e+19	1.463151e-01
1.740000e+02	1.571879e+02	6.060389e-02	3.768456e+18	2.403261e+19	1.382164e-01
1.750000e+02	1.571928e+02	5.717927e-02	3.555379e+18	2.267365e+19	1.304045e-01
1.760000e+02	1.571978e+02	5.388002e-02	3.350125e+18	2.136459e+19	1.228786e-01
1.770000e+02	1.572030e+02	5.070580e-02	3.152670e+18	2.010528e+19	1.156378e-01
1.780000e+02	1.572084e+02	4.765628e-02	2.962993e+18	1.889557e+19	1.086816e-01
1.790000e+02	1.572140e+02	4.473113e-02	2.781070e+18	1.773532e+19	1.020090e-01
1.800000e+02	1.572198e+02	4.193001e-02	2.606880e+18	1.662438e+19	9.561943e-02
1.810000e+02	1.572257e+02	3.925260e-02	2.440399e+18	1.556262e+19	8.951202e-02
1.820000e+02	1.572319e+02	3.669856e-02	2.281605e+18	1.454988e+19	8.368604e-02
1.830000e+02	1.572384e+02	3.426755e-02	2.130475e+18	1.358603e+19	7.814074e-02
1.840000e+02	1.572450e+02	3.195925e-02	1.986987e+18	1.267092e+19	7.287535e-02
1.850000e+02	1.572519e+02	2.977332e-02	1.851118e+18	1.180440e+19	6.788912e-02
1.860000e+02	1.572590e+02	2.770944e-02	1.722846e+18	1.098633e+19	6.318130e-02
1.870000e+02	1.572664e+02	2.576726e-02	1.602147e+18	1.021657e+19	5.875112e-02
1.880000e+02	1.572740e+02	2.394645e-02	1.489000e+18	9.494968e+18	5.459782e-02
1.890000e+02	1.572819e+02	2.224670e-02	1.383381e+18	8.821386e+18	5.072066e-02
1.900000e+02	1.572901e+02	2.066765e-02	1.285268e+18	8.195679e+18	4.711886e-02
1.910000e+02	1.572985e+02	1.920898e-02	1.194638e+18	7.617701e+18	4.379168e-02
1.920000e+02	1.573073e+02	1.787036e-02	1.111470e+18	7.087309e+18	4.073836e-02
1.930000e+02	1.573163e+02	1.665145e-02	1.035739e+18	6.604359e+18	3.795813e-02
1.940000e+02	1.573256e+02	1.555192e-02	9.674241e+17	6.168706e+18	3.545024e-02
1.950000e+02	1.573353e+02	1.457144e-02	9.065019e+17	5.780207e+18	3.321393e-02
1.960000e+02	1.573452e+02	1.370968e-02	8.529500e+17	5.438717e+18	3.124845e-02
1.970000e+02	1.573555e+02	1.296631e-02	8.067459e+17	5.144091e+18	2.955304e-02
1.980000e+02	1.573661e+02	1.234098e-02	7.678667e+17	4.896187e+18	2.812693e-02
1.990000e+02	1.573771e+02	1.183338e-02	7.362901e+17	4.694859e+18	2.696938e-02
2.000000e+02	1.573884e+02	1.144316e-02	7.119933e+17	4.539964e+18	2.607962e-02
2.010000e+02	1.574000e+02	1.117000e-02	6.949537e+17	4.431358e+18	2.545690e-02
2.020000e+02	1.574209e+02	1.095633e-02	6.816017e+17	4.346271e+18	2.496989e-02
2.030000e+02	1.574598e+02	1.074481e-02	6.683826e+17	4.262032e+18	2.448778e-02
2.040000e+02	1.575164e+02	1.053543e-02	6.552963e+17	4.178639e+18	2.401057e-02
2.050000e+02	1.575903e+02	1.032820e-02	6.423429e+17	4.096092e+18	2.353824e-02
2.060000e+02	1.576813e+02	1.012312e-02	6.295223e+17	4.014391e+18	2.307080e-02
2.070000e+02	1.577890e+02	9.920176e-03	6.168344e+17	3.933537e+18	2.260825e-02
2.080000e+02	1.579131e+02	9.719375e-03	6.042791e+17	3.853527e+18	2.215057e-02
2.090000e+02	1.580533e+02	9.520713e-03	5.918565e+17	3.774363e+18	2.169778e-02
2.100000e+02	1.582093e+02	9.324190e-03	5.795665e+17	3.696044e+18	2.124985e-02
2.110000e+02	1.583808e+02	9.129804e-03	5.674090e+17	3.618569e+18	2.080680e-02
2.120000e+02	1.585675e+02	8.937554e-03	5.553840e+17	3.541939e+18	2.036862e-02
2.130000e+02	1.587690e+02	8.747437e-03	5.434914e+17	3.466152e+18	1.993530e-02
2.140000e+02	1.589850e+02	8.559454e-03	5.317312e+17	3.391209e+18	1.950684e-02
2.150000e+02	1.592153e+02	8.373601e-03	5.201033e+17	3.317109e+18	1.908324e-02
2.160000e+02	1.594595e+02	8.189879e-03	5.086078e+17	3.243853e+18	1.866450e-02
2.170000e+02	1.597173e+02	8.008284e-03	4.972444e+17	3.171439e+18	1.825060e-02
2.180000e+02	1.599884e+02	7.828817e-03	4.860133e+17	3.099867e+18	1.784156e-02
2.190000e+02	1.602725e+02	7.651475e-03	4.749143e+17	3.029137e+18	1.743735e-02
2.200000e+02	1.605692e+02	7.476257e-03	4.639474e+17	2.959249e+18	1.703799e-02
2.210000e+02	1.608783e+02	7.303162e-03	4.531125e+17	2.890203e+18	1.664347e-02
2.220000e+02	1.611995e+02	7.132188e-03	4.424096e+17	2.821998e+18	1.625379e-02
2.230000e+02	1.615323e+02	6.963334e-03	4.318387e+17	2.754633e+18	1.586893e-02
2.240000e+02	1.618766e+02	6.796599e-03	4.213997e+17	2.688109e+18	1.548890e-02
2.250000e+02	1.622320e+02	6.631980e-03	4.110925e+17	2.622425e+18	1.511370e-02
2.260000e+02	1.625981e+02	6.469476e-03	4.009171e+17	2.557581e+18	1.474332e-02
2.270000e+02	1.629748e+02	6.309087e-03	3.908735e+17	2.493577e+18	1.437776e-02
2.280000e+02	1.633616e+02	6.150810e-03	3.809615e+17	2.430412e+18	1.401701e-02
2.290000e+02	1.637582e+02	5.994645e-03	3.711813e+17	2.368086e+18	1.366108e-02
2.300000e+02	1.641644e+02	5.840589e-03	3.615326e+17	2.306599e+18	1.330996e-02
2.310000e+02	1.645798e+02	5.688641e-03	3.520155e+17	2.245950e+18	1.296364e-02
2.320000e+02	1.650042e+02	5.538801e-03	3.426298e+17	2.186139e+18	1.262212e-02
2.330000e+02	1.654371e+02	5.391065e-03	3.333757e+17	2.127165e+18	1.228540e-02
2.340000e+02	1.658783e+02	5.245434e-03	3.242529e+17	2.069030e+18	1.195348e-02
2.350000e+02	1.663275e+02	5.101906e-03	3.152616e+17	2.011731e+18	1.162635e-02
2.360000e+02	1.667844e+02	4.960478e-03	3.064015e+17	1.955269e+18	1.130400e-02
2.370000e+02	1.672486e+02	4.821150e-03	2.976727e+17	1.899643e+18	1.098645e-02
2.380000e+02	1.677198e+02	4.683921e-03	2.890751e+17	1.844854e+18	1.067367e-02
2.390000e+02	1.681978e+02	4.548788e-03	2.806086e+17	1.790901e+18	1.036568e-02
2.400000e+02	1.686822e+02	4.415751e-03	2.722733e+17	1.737783e+18	1.006246e-02
2.410000e+02	1.691727e+02	4.284808e-03	2.640691e+17	1.685500e+18	9.764017e-03
2.420000e+02	1.696689e+02	4.155957e-03	2.559958e+17	1.634053e+18	9.470341e-03
2.430000e+02	1.701707e+02	4.029197e-03	2.480536e+17	1.583440e+18	9.181432e-03
2.440000e+02	1.706776e+02	3.904528e-03	2.402422e+17	1.533661e+18	8.897285e-03
2.450000e+02	1.711893e+02	3.781946e-03	2.325617e+17	1.484717e+18	8.617898e-03
2.460000e+02	1.717056e+02	3.661451e-03	2.250121e+17	1.436606e+18	8.343267e-03
2.470000e+02	1.722261e+02	3.543042e-03	2.175932e+17	1.389328e+18	8.073389e-03
2.480000e+02	1.727505e+02	3.426716e-03	2.103051e+17	1.342884e+18	7.808261e-03
2.490000e+02	1.732785e+02	3.312473e-03	2.031476e+17	1.297272e+18	7.547880e-03
2.500000e+02	1.738098e+02	3.200311e-03	1.961208e+17	1.252493e+18	7.292242e-03
2.510000e+02	1.743441e+02	3.090229e-03	1.892245e+17	1.208546e+18	7.041344e-03
2.520000e+02	1.748810e+02	2.982225e-03	1.824588e+17	1.165431e+18	6.795182e-03
2.530000e+02	1.754203e+02	2.876297e-03	1.758235e+17	1.123147e+18	6.553754e-03
2.540000e+02	1.759616e+02	2.772446e-03	1.693187e+17	1.081695e+18	6.317056e-03
2.550000e+02	1.765046e+02	2.670667e-03	1.629443e+17	1.041073e+18	6.085085e-03
2.560000e+02	1.770491e+02	2.570962e-03	1.567002e+17	1.001282e+18	5.857838e-03
2.570000e+02	1.775946e+02	2.473327e-03	1.505864e+17	9.623218e+17	5.635311e-03
2.580000e+02	1.781409e+02	2.377763e-03	1.446028e+17	9.241912e+17	5.417501e-03
2.590000e+02	1.786877e+02	2.284266e-03	1.387494e+17	8.868904e+17	5.204405e-03
2.600000e+02	1.792346e+02	2.192836e-03	1.330262e+17	8.504189e+17	4.996019e-03
2.610000e+02	1.797814e+02	2.103471e-03	1.274330e+17	8.147765e+17	4.792340e-03
2.620000e+02	1.803277e+02	2.016171e-03	1.219699e+17	7.799629e+17	4.593366e-03
2.630000e+02	1.808733e+02	1.930932e-03	1.166368e+17	7.459777e+17	4.399092e-03
2.640000e+02	1.814177e+02	1.847755e-03	1.114337e+17	7.128207e+17	4.209516e-03
2.650000e+02	1.819607e+02	1.766637e-03	1.063604e+17	6.804915e+17	4.024633e-03
2.660000e+02	1.825021e+02	1.687578e-03	1.014170e+17	6.489898e+17	3.844442e-03
2.670000e+02	1.830414e+02	1.610575e-03	9.660333e+16	6.183153e+17	3.668938e-03
2.680000e+02	1.835783e+02	1.535627e-03	9.191946e+16	5.884678e+17	3.498118e-03
2.690000e+02	1.841126e+02	1.462734e-03	8.736528e+16	5.594468e+17	3.331980e-03
2.700000e+02	1.846439e+02	1.391892e-03	8.294076e+16	5.312521e+17	3.170519e-03
2.710000e+02	1.851719e+02	1.323102e-03	7.864584e+16	5.038834e+17	3.013733e-03
2.720000e+02	1.856964e+02	1.256361e-03	7.448048e+16	4.773404e+17	2.861618e-03
2.730000e+02	1.862169e+02	1.191669e-03	7.044462e+16	4.516227e+17	2.714171e-03
2.740000e+02	1.867332e+02	1.129023e-03	6.653822e+16	4.267301e+17	2.571389e-03
2.750000e+02	1.872450e+02	1.068422e-03	6.276123e+16	4.026622e+17	2.433268e-03
2.760000e+02	1.877519e+02	1.009865e-03	5.911360e+16	3.794188e+17	2.299805e-03
2.770000e+02	1.882537e+02	9.533508e-04	5.559528e+16	3.569995e+17	2.170997e-03
2.780000e+02	1.887500e+02	8.988772e-04	5.220623e+16	3.354040e+17	2.046840e-03
2.790000e+02	1.892405e+02	8.464432e-04	4.894638e+16	3.146320e+17	1.927332e-03
2.800000e+02	1.897249e+02	7.960473e-04	4.581570e+16	2.946831e+17	1.812469e-03
2.810000e+02	1.902030e+02	7.476880e-04	4.281414e+16	2.755572e+17	1.702247e-03
2.820000e+02	1.906742e+02	7.013640e-04	3.994164e+16	2.572539e+17	1.596664e-03
2.830000e+02	1.911385e+02	6.570737e-04	3.719816e+16	2.397728e+17	1.495717e-03
2.840000e+02	1.915954e+02	6.148158e-04	3.458365e+16	2.231137e+17	1.399401e-03
2.850000e+02	1.920447e+02	5.745889e-04	3.209807e+16	2.072762e+17	1.307714e-03
2.860000e+02	1.924859e+02	5.363914e-04	2.974135e+16	1.922601e+17	1.220652e-03
2.870000e+02	1.929189e+02	5.002219e-04	2.751345e+16	1.780650e+17	1.138212e-03
2.880000e+02	1.933433e+02	4.660791e-04	2.541434e+16	1.646906e+17	1.060392e-03
2.890000e+02	1.937588e+02	4.339615e-04	2.344394e+16	1.521366e+17	9.871863e-04
2.900000e+02	1.941651e+02	4.038676e-04	2.160222e+16	1.404027e+17	9.185933e-04
2.910000e+02	1.945618e+02	3.757961e-04	1.988914e+16	1.294887e+17	8.546093e-04
2.920000e+02	1.949487e+02	3.497454e-04	1.830463e+16	1.193941e+17	7.952310e-04
2.930000e+02	1.953254e+02	3.257142e-04	1.684865e+16	1.101187e+17	7.404552e-04
2.940000e+02	1.956916e+02	3.037010e-04	1.552115e+16	1.016621e+17	6.902786e-04
2.950000e+02	1.960471e+02	2.837044e-04	1.432208e+16	9.402410e+16	6.446979e-04
2.960000e+02	1.963914e+02	2.657230e-04	1.325140e+16	8.720435e+16	6.037098e-04
2.970000e+02	1.967243e+02	2.497553e-04	1.230905e+16	8.120254e+16	5.673111e-04
2.980000e+02	1.970456e+02	2.357999e-04	1.149499e+16	7.601836e+16	5.354985e-04
2.990000e+02	1.973547e+02	2.238553e-04	1.080917e+16	7.165149e+16	5.082687e-04
3.000000e+02	1.976516e+02	2.139202e-04	1.025154e+16	6.810164e+16	4.856184e-04
3.010000e+02	1.979357e+02	2.059930e-04	9.822044e+15	6.536848e+16	4.675444e-04
3.020000e+02	1.982070e+02	1.999206e-04	9.510838e+15	6.338938e+16	4.536973e-04
3.030000e+02	1.984661e+02	1.942973e-04	9.227195e+15	6.158730e+16	4.408734e-04
3.040000e+02	1.987137e+02	1.887808e-04	8.949031e+15	5.982172e+16	4.282931e-04
3.050000e+02	1.989506e+02	1.833709e-04	8.676321e+15	5.809236e+16	4.159553e-04
3.060000e+02	1.991772e+02	1.780671e-04	8.409041e+15	5.639895e+16	4.038592e-04
3.070000e+02	1.993942e+02	1.728690e-04	8.147165e+15	5.474122e+16	3.920038e-04
3.080000e+02	1.996023e+02	1.677761e-04	7.890669e+15	5.311891e+16	3.803882e-04
3.090000e+02	1.998020e+02	1.627881e-04	7.639529e+15	5.153175e+16	3.690114e-04
3.100000e+02	1.999940e+02	1.579045e-04	7.393720e+15	4.997947e+16	3.578726e-04
3.110000e+02	2.001788e+02	1.531250e-04	7.153217e+15	4.846180e+16	3.469708e-04
3.120000e+02	2.003571e+02	1.484490e-04	6.917995e+15	4.697848e+16	3.363050e-04
3.130000e+02	2.005295e+02	1.438762e-04	6.688031e+15	4.552924e+16	3.258744e-04
3.140000e+02	2.006966e+02	1.394061e-04	6.463299e+15	4.411381e+16	3.156779e-04
3.150000e+02	2.008591e+02	1.350384e-04	6.243774e+15	4.273191e+16	3.057148e-04
3.160000e+02	2.010175e+02	1.307726e-04	6.029432e+15	4.138329e+16	2.959839e-04
3.170000e+02	2.011725e+02	1.266083e-04	5.820248e+15	4.006768e+16	2.864845e-04
3.180000e+02	2.013246e+02	1.225451e-04	5.616198e+15	3.878481e+16	2.772156e-04
3.190000e+02	2.014745e+02	1.185825e-04	5.417258e+15	3.753440e+16	2.681762e-04
3.200000e+02	2.016228e+02	1.147202e-04	5.223401e+15	3.631620e+16	2.593654e-04
3.210000e+02	2.017702e+02	1.109577e-04	5.034604e+15	3.512994e+16	2.507824e-04
3.220000e+02	2.019172e+02	1.072946e-04	4.850842e+15	3.397534e+16	2.424260e-04
3.230000e+02	2.020644e+02	1.037305e-04	4.672091e+15	3.285214e+16	2.342955e-04
